Matrícula_empregado,Sexo,Escolaridade,Satisfação_clientes_média,Absenteísmo,Distância_trabalho,Qtde_filhos,Idade,Experiência_vendas,DISC_Dominância,DISC_Influência,DISC_Estabilidade,DISC_Conformidade,Perfil_Comunicador,Perfil_Executor,Perfil_Analista,Perfil_Planejador
9750315,M,Médio,"5,00","1,0%","41,20","0,00","40,00","10,60","0,00","2,00","3,00","2,00","5,00","8,00","7,00","9,00"
3823152,F,Médio,"5,00","2,1%","44,90","0,00","43,00","0,00","2,00","2,00","3,00","3,00","4,00","5,00","5,00","6,00"
5175139,M,Médio,"8,00","1,1%","17,20","1,00","21,00","3,90","2,00","4,00","2,00","0,00","6,00","9,00","4,00","4,00"
3854192,M,Médio,"5,00","0,0%","12,70","3,00","37,00","5,10","1,00","3,00","1,00","2,00","3,00","7,00","5,00","8,00"
6356728,F,Médio,"5,00","0,0%","13,40","3,00","31,00","0,40","2,00","2,00","3,00","4,00","3,00","6,00","0,00","3,00"
2065921,M,Médio,"5,00","3,0%","34,70","0,00","31,00","0,20","3,00","2,00","2,00","1,00","5,00","2,00","9,00","1,00"
3264305,F,Médio,"7,00","4,9%","13,60","3,00","20,00","6,70","2,00","4,00","2,00","0,00","5,00","9,00","5,00","6,00"
5968431,M,Médio,"8,00","3,8%","27,60","3,00","33,00","3,90","3,00","4,00","0,00","0,00","7,00","2,00","0,00","3,00"
2153728,F,Médio,"7,00","2,9%","24,40","0,00","30,00","6,40","4,00","3,00","2,00","5,00","6,00","3,00","0,00","2,00"
7050478,M,Médio,"8,00","4,1%","14,70","3,00","44,00","4,60","3,00","4,00","0,00","3,00","8,00","10,00","5,00","2,00"
9929206,M,Médio,"6,00","3,4%","47,80","2,00","47,00","0,00","3,00","3,00","2,00","2,00","5,00","5,00","0,00","5,00"
3415857,F,Médio,"8,00","3,7%","13,70","1,00","33,00","0,90","3,00","3,00","3,00","1,00","6,00","9,00","8,00","0,00"
6744312,F,Médio,"8,00","4,3%","17,80","0,00","33,00","1,20","2,00","3,00","0,00","1,00","5,00","6,00","1,00","1,00"
1831582,F,Superior,"5,00","4,2%","14,50","3,00","30,00","9,20","3,00","1,00","3,00","2,00","4,00","7,00","4,00","5,00"
6924794,M,Médio,"7,00","2,3%","58,50","3,00","32,00","3,00","2,00","4,00","2,00","2,00","7,00","7,00","0,00","5,00"
8048639,M,Médio,"7,00","2,9%","36,10","3,00","33,00","1,00","3,00","3,00","1,00","2,00","7,00","5,00","6,00","3,00"
6339852,M,Médio,"5,00","2,0%","14,10","2,00","20,00","9,70","3,00","1,00","2,00","3,00","4,00","2,00","1,00","6,00"
3086287,F,Médio,"6,00","3,7%","52,30","3,00","31,00","6,30","3,00","1,00","3,00","4,00","6,00","4,00","3,00","2,00"
7581586,F,Médio,"7,00","0,5%","20,70","0,00","29,00","4,30","4,00","2,00","2,00","2,00","9,00","8,00","4,00","4,00"
7964036,F,Médio,"5,00","1,1%","48,80","3,00","22,00","0,00","3,00","2,00","4,00","2,00","3,00","4,00","2,00","0,00"
7776238,M,Médio,"7,00","2,2%","16,30","3,00","41,00","0,90","5,00","3,00","1,00","0,00","6,00","8,00","0,00","2,00"
5118620,M,Médio,"6,00","1,1%","15,00","1,00","46,00","5,80","2,00","2,00","2,00","4,00","3,00","5,00","2,00","5,00"
9255519,F,Médio,"7,00","3,4%","56,00","2,00","36,00","5,30","4,00","3,00","1,00","0,00","5,00","8,00","3,00","8,00"
9259093,F,Médio,"6,00","4,3%","57,20","0,00","40,00","2,20","2,00","2,00","2,00","3,00","8,00","6,00","7,00","7,00"
2372330,F,Médio,"5,00","1,4%","26,60","0,00","32,00","6,60","3,00","2,00","2,00","3,00","5,00","0,00","0,00","3,00"
1057162,M,Médio,"7,00","4,2%","49,40","1,00","20,00","5,40","3,00","3,00","2,00","5,00","10,00","4,00","6,00","6,00"
1387649,M,Médio,"6,00","3,0%","17,40","1,00","27,00","0,60","3,00","2,00","1,00","4,00","5,00","8,00","1,00","1,00"
4628589,M,Médio,"8,00","2,9%","9,50","1,00","26,00","2,60","3,00","3,00","0,00","2,00","6,00","3,00","4,00","0,00"
5397219,F,Médio,"6,00","2,6%","52,50","3,00","37,00","1,90","2,00","2,00","3,00","4,00","5,00","5,00","2,00","0,00"
1187396,F,Superior,"8,00","0,0%","12,10","3,00","50,00","2,70","5,00","4,00","2,00","2,00","8,00","10,00","1,00","2,00"
5050276,F,Médio,"7,00","0,3%","11,20","0,00","36,00","2,60","3,00","3,00","2,00","5,00","7,00","8,00","2,00","7,00"
4384728,M,Médio,"6,00","2,9%","18,70","2,00","24,00","4,70","2,00","2,00","3,00","2,00","5,00","6,00","6,00","7,00"
2013234,M,Médio,"6,00","3,0%","20,70","1,00","33,00","0,60","3,00","3,00","2,00","3,00","7,00","2,00","10,00","1,00"
6722455,M,Médio,"7,00","3,9%","19,60","2,00","19,00","0,50","3,00","4,00","2,00","0,00","5,00","7,00","4,00","6,00"
2286930,M,Médio,"8,00","1,9%","15,80","3,00","50,00","1,50","2,00","4,00","2,00","3,00","7,00","7,00","3,00","3,00"
3155547,F,Superior,"6,00","3,6%","13,00","0,00","47,00","8,10","5,00","2,00","3,00","1,00","5,00","1,00","1,00","2,00"
8641509,M,Médio,"7,00","1,8%","18,10","0,00","31,00","0,10","2,00","3,00","4,00","4,00","7,00","9,00","2,00","1,00"
5170911,F,Superior,"8,00","0,0%","26,60","2,00","46,00","7,30","4,00","4,00","1,00","0,00","6,00","10,00","6,00","8,00"
5848866,M,Médio,"5,00","4,0%","70,80","1,00","25,00","0,20","3,00","1,00","4,00","4,00","7,00","4,00","3,00","2,00"
2704955,M,Médio,"6,00","1,0%","32,30","2,00","20,00","1,50","2,00","2,00","2,00","2,00","5,00","4,00","8,00","8,00"
1950466,M,Superior,"5,00","0,6%","9,50","3,00","37,00","2,80","3,00","3,00","3,00","1,00","4,00","6,00","5,00","5,00"
3108852,M,Médio,"6,00","2,8%","14,50","1,00","31,00","4,00","2,00","3,00","1,00","4,00","5,00","2,00","1,00","7,00"
2674572,F,Médio,"7,00","2,3%","8,50","3,00","49,00","0,50","3,00","3,00","1,00","0,00","7,00","9,00","3,00","4,00"
5113009,F,Médio,"8,00","2,3%","22,90","0,00","44,00","2,80","2,00","4,00","3,00","4,00","8,00","6,00","1,00","2,00"
2140974,M,Médio,"8,00","3,8%","16,30","1,00","48,00","1,60","1,00","3,00","2,00","1,00","4,00","5,00","3,00","3,00"
2130742,M,Médio,"7,00","4,3%","26,70","2,00","40,00","12,90","2,00","3,00","3,00","2,00","5,00","10,00","0,00","0,00"
7178408,F,Médio,"8,00","3,2%","13,20","0,00","43,00","0,70","4,00","4,00","1,00","1,00","5,00","9,00","2,00","4,00"
2608723,M,Médio,"7,00","0,9%","19,70","0,00","49,00","11,90","4,00","3,00","3,00","2,00","3,00","1,00","5,00","5,00"
1997182,F,Médio,"8,00","0,7%","45,90","3,00","45,00","0,00","2,00","3,00","2,00","0,00","7,00","10,00","2,00","7,00"
9946179,M,Médio,"8,00","2,5%","23,40","3,00","27,00","1,30","2,00","3,00","2,00","2,00","10,00","5,00","7,00","4,00"
1287643,F,Médio,"6,00","3,2%","19,60","2,00","32,00","3,60","4,00","2,00","3,00","3,00","6,00","3,00","3,00","2,00"
9421720,F,Médio,"7,00","0,5%","18,40","0,00","26,00","0,40","3,00","4,00","2,00","2,00","8,00","5,00","3,00","2,00"
2931494,M,Médio,"6,00","4,1%","47,80","1,00","32,00","1,90","4,00","4,00","3,00","3,00","6,00","5,00","9,00","2,00"
8986487,M,Superior,"5,00","0,0%","15,90","2,00","33,00","0,20","3,00","2,00","2,00","2,00","4,00","0,00","0,00","3,00"
8919489,M,Médio,"5,00","2,5%","17,80","1,00","25,00","5,20","1,00","3,00","4,00","2,00","4,00","4,00","5,00","5,00"
7111581,F,Superior,"8,00","0,7%","19,90","1,00","19,00","1,40","4,00","2,00","1,00","2,00","7,00","7,00","7,00","7,00"
7470098,M,Médio,"5,00","4,2%","15,30","3,00","42,00","5,20","2,00","2,00","1,00","3,00","4,00","6,00","8,00","1,00"
3509108,M,Médio,"6,00","1,5%","12,80","1,00","42,00","12,90","3,00","2,00","3,00","1,00","6,00","3,00","7,00","5,00"
2457816,M,Médio,"7,00","2,8%","15,80","1,00","30,00","4,70","3,00","4,00","3,00","3,00","6,00","4,00","2,00","0,00"
1020979,F,Superior,"6,00","1,9%","42,60","2,00","34,00","6,00","4,00","3,00","2,00","1,00","6,00","6,00","10,00","6,00"
7769501,M,Médio,"6,00","1,6%","38,80","1,00","27,00","9,60","2,00","3,00","3,00","1,00","5,00","4,00","7,00","4,00"
4634809,F,Médio,"8,00","1,1%","26,50","1,00","41,00","3,60","5,00","4,00","2,00","5,00","10,00","4,00","1,00","0,00"
7127125,M,Médio,"5,00","1,7%","13,60","0,00","25,00","12,30","2,00","2,00","3,00","5,00","2,00","0,00","2,00","7,00"
1470283,F,Médio,"6,00","0,0%","47,00","2,00","22,00","2,30","3,00","1,00","2,00","1,00","4,00","4,00","8,00","0,00"
1187781,M,Médio,"7,00","3,8%","14,30","3,00","21,00","9,90","3,00","3,00","1,00","5,00","8,00","9,00","2,00","0,00"
8770317,F,Médio,"7,00","1,4%","19,40","3,00","33,00","1,40","2,00","3,00","1,00","0,00","5,00","10,00","0,00","2,00"
6515274,F,Médio,"6,00","4,8%","6,10","0,00","49,00","0,80","3,00","2,00","5,00","2,00","1,00","8,00","9,00","8,00"
3196162,F,Médio,"6,00","1,4%","28,30","1,00","45,00","4,90","3,00","2,00","3,00","1,00","8,00","7,00","6,00","5,00"
7474386,F,Médio,"6,00","0,1%","11,30","2,00","25,00","1,70","2,00","2,00","3,00","1,00","6,00","2,00","5,00","7,00"
5767681,F,Médio,"7,00","0,5%","24,10","0,00","19,00","9,00","3,00","3,00","2,00","0,00","5,00","8,00","0,00","5,00"
3230409,M,Médio,"8,00","3,3%","12,80","2,00","26,00","12,00","5,00","3,00","3,00","2,00","7,00","7,00","7,00","0,00"
8608264,M,Médio,"6,00","1,0%","29,00","2,00","47,00","3,90","3,00","3,00","2,00","1,00","5,00","8,00","1,00","3,00"
1354150,F,Médio,"8,00","2,3%","10,70","0,00","38,00","0,00","4,00","4,00","1,00","0,00","5,00","6,00","3,00","3,00"
6476335,M,Médio,"6,00","0,7%","22,80","2,00","32,00","0,50","2,00","2,00","3,00","0,00","7,00","4,00","5,00","5,00"
3571010,M,Médio,"6,00","3,0%","8,90","1,00","28,00","11,00","1,00","2,00","2,00","0,00","5,00","6,00","5,00","0,00"
9264251,M,Superior,"5,00","5,7%","11,40","0,00","47,00","2,00","1,00","2,00","4,00","2,00","7,00","4,00","9,00","8,00"
4175664,F,Médio,"5,00","0,0%","13,30","1,00","27,00","0,10","3,00","2,00","4,00","5,00","5,00","4,00","2,00","2,00"
4797816,M,Médio,"8,00","3,4%","30,40","3,00","45,00","4,80","4,00","3,00","1,00","4,00","6,00","3,00","7,00","7,00"
5721413,M,Médio,"6,00","2,7%","16,10","2,00","27,00","0,00","3,00","3,00","2,00","1,00","5,00","6,00","4,00","4,00"
7677380,M,Médio,"5,00","2,6%","54,00","0,00","32,00","0,00","2,00","2,00","1,00","3,00","6,00","3,00","5,00","4,00"
1210923,F,Médio,"6,00","3,4%","58,50","2,00","28,00","0,50","1,00","3,00","2,00","1,00","6,00","8,00","6,00","3,00"
2428828,M,Médio,"8,00","1,6%","15,00","3,00","18,00","2,90","2,00","3,00","3,00","2,00","4,00","4,00","7,00","8,00"
5053865,M,Médio,"6,00","2,7%","31,20","1,00","24,00","3,60","3,00","2,00","2,00","3,00","6,00","8,00","5,00","3,00"
2782742,M,Médio,"5,00","0,0%","21,30","2,00","40,00","0,00","1,00","2,00","3,00","4,00","7,00","3,00","9,00","3,00"
5574003,M,Médio,"5,00","1,8%","15,20","3,00","39,00","0,00","3,00","3,00","2,00","4,00","6,00","3,00","2,00","6,00"
8840152,F,Superior,"7,00","0,8%","12,20","2,00","41,00","5,50","2,00","3,00","2,00","4,00","6,00","7,00","0,00","7,00"
5426205,F,Médio,"8,00","2,7%","17,00","1,00","28,00","0,00","3,00","3,00","1,00","0,00","7,00","6,00","0,00","5,00"
6642514,F,Médio,"8,00","1,9%","22,30","3,00","34,00","6,30","3,00","3,00","2,00","1,00","9,00","6,00","3,00","6,00"
9536171,M,Superior,"6,00","1,5%","23,80","0,00","34,00","6,30","4,00","4,00","3,00","0,00","4,00","8,00","10,00","3,00"
9085390,M,Superior,"8,00","3,3%","18,50","3,00","29,00","0,00","3,00","3,00","1,00","1,00","7,00","9,00","4,00","3,00"
5841469,F,Médio,"8,00","3,4%","14,20","0,00","42,00","0,40","2,00","5,00","1,00","2,00","5,00","7,00","1,00","4,00"
7431940,M,Médio,"6,00","1,7%","12,40","3,00","21,00","6,50","2,00","2,00","3,00","2,00","7,00","4,00","5,00","3,00"
3721191,M,Médio,"5,00","1,6%","17,60","2,00","38,00","6,90","3,00","1,00","1,00","3,00","3,00","6,00","10,00","0,00"
6428455,F,Médio,"5,00","2,6%","12,10","1,00","41,00","1,90","3,00","1,00","3,00","5,00","1,00","1,00","7,00","7,00"
9001754,M,Médio,"5,00","1,4%","19,40","0,00","28,00","0,90","4,00","2,00","2,00","4,00","4,00","4,00","9,00","5,00"
2408904,F,Médio,"5,00","4,7%","31,10","2,00","42,00","1,00","1,00","2,00","4,00","3,00","3,00","4,00","6,00","4,00"
4094220,F,Médio,"8,00","2,2%","17,40","0,00","31,00","5,10","5,00","3,00","0,00","1,00","8,00","5,00","5,00","6,00"
2865284,M,Médio,"6,00","0,9%","20,70","2,00","34,00","7,40","2,00","2,00","2,00","4,00","4,00","3,00","6,00","4,00"
8543828,M,Médio,"6,00","3,3%","22,10","2,00","38,00","5,40","2,00","2,00","2,00","0,00","6,00","5,00","10,00","10,00"
6396014,M,Médio,"7,00","2,8%","24,60","1,00","24,00","0,90","2,00","3,00","3,00","1,00","4,00","3,00","10,00","0,00"
9219076,M,Médio,"7,00","4,4%","9,00","2,00","19,00","0,40","3,00","4,00","2,00","0,00","8,00","7,00","6,00","4,00"
1209245,M,Médio,"7,00","2,3%","14,00","0,00","18,00","4,30","3,00","2,00","2,00","3,00","7,00","0,00","4,00","1,00"
6470096,M,Médio,"7,00","3,9%","11,00","1,00","21,00","0,50","3,00","3,00","2,00","2,00","7,00","10,00","2,00","4,00"
5215451,M,Médio,"7,00","1,2%","16,10","1,00","41,00","0,90","2,00","3,00","2,00","1,00","7,00","10,00","1,00","0,00"
6171777,M,Médio,"8,00","4,4%","21,80","1,00","28,00","0,00","4,00","4,00","2,00","2,00","7,00","8,00","1,00","2,00"
9243950,F,Médio,"6,00","2,9%","18,80","2,00","42,00","11,10","3,00","3,00","3,00","4,00","5,00","5,00","0,00","7,00"
3677596,F,Médio,"7,00","0,0%","46,00","2,00","39,00","3,30","4,00","3,00","1,00","2,00","6,00","8,00","5,00","5,00"
7305766,F,Médio,"6,00","5,6%","30,10","3,00","19,00","0,80","2,00","2,00","1,00","0,00","2,00","6,00","1,00","5,00"
7014300,M,Médio,"8,00","2,2%","16,20","3,00","36,00","10,30","3,00","4,00","2,00","4,00","4,00","9,00","4,00","0,00"
7173392,M,Médio,"5,00","1,5%","19,00","2,00","33,00","2,20","2,00","1,00","4,00","3,00","4,00","3,00","0,00","7,00"
4404455,F,Médio,"8,00","2,9%","18,60","2,00","18,00","12,70","3,00","4,00","2,00","1,00","6,00","7,00","2,00","4,00"
6217001,M,Médio,"5,00","2,0%","14,90","1,00","37,00","11,40","2,00","2,00","2,00","3,00","5,00","4,00","2,00","8,00"
2699442,M,Médio,"7,00","0,0%","49,60","3,00","25,00","3,00","2,00","2,00","2,00","1,00","4,00","0,00","0,00","8,00"
1921323,F,Médio,"5,00","2,4%","16,30","2,00","28,00","9,00","2,00","2,00","5,00","3,00","4,00","2,00","7,00","6,00"
2905763,M,Médio,"8,00","2,5%","13,40","0,00","18,00","2,20","4,00","3,00","2,00","2,00","6,00","6,00","1,00","5,00"
9830684,M,Superior,"6,00","1,5%","9,80","1,00","24,00","3,40","2,00","2,00","2,00","2,00","5,00","0,00","6,00","5,00"
9130863,M,Médio,"5,00","0,0%","19,10","3,00","39,00","1,20","2,00","2,00","3,00","3,00","4,00","1,00","10,00","9,00"
2407494,M,Superior,"5,00","1,7%","23,10","3,00","32,00","10,70","2,00","3,00","2,00","2,00","3,00","5,00","0,00","3,00"
4541213,M,Médio,"5,00","0,3%","23,10","2,00","31,00","2,10","1,00","2,00","2,00","3,00","3,00","3,00","0,00","9,00"
7906195,M,Médio,"7,00","3,2%","40,90","3,00","39,00","10,60","3,00","3,00","2,00","2,00","7,00","6,00","7,00","2,00"
7969953,F,Médio,"5,00","3,9%","19,00","0,00","28,00","0,30","2,00","1,00","2,00","1,00","4,00","4,00","8,00","5,00"
9799680,F,Médio,"6,00","4,7%","18,40","2,00","35,00","1,60","3,00","3,00","2,00","2,00","4,00","1,00","1,00","8,00"
1291308,F,Médio,"5,00","1,9%","28,50","3,00","36,00","3,60","0,00","2,00","2,00","4,00","5,00","2,00","6,00","0,00"
2467913,M,Superior,"8,00","5,1%","14,90","1,00","33,00","3,50","3,00","3,00","2,00","1,00","8,00","8,00","0,00","4,00"
5479425,M,Médio,"5,00","1,8%","26,80","2,00","33,00","1,70","0,00","2,00","4,00","4,00","4,00","8,00","6,00","8,00"
6728258,M,Médio,"6,00","5,2%","67,70","1,00","39,00","1,60","1,00","3,00","2,00","3,00","6,00","3,00","4,00","9,00"
6205730,F,Médio,"5,00","1,5%","13,40","0,00","23,00","1,30","3,00","1,00","4,00","4,00","3,00","7,00","4,00","7,00"
3555127,M,Médio,"8,00","1,7%","9,80","2,00","40,00","4,30","4,00","4,00","3,00","0,00","8,00","5,00","4,00","0,00"
8886620,M,Médio,"5,00","1,5%","14,70","0,00","39,00","2,80","2,00","2,00","2,00","5,00","3,00","1,00","7,00","3,00"
4344740,F,Médio,"6,00","3,8%","12,20","0,00","38,00","0,70","3,00","2,00","2,00","3,00","5,00","2,00","2,00","0,00"
5247124,F,Médio,"7,00","1,9%","16,10","1,00","25,00","11,60","4,00","3,00","4,00","3,00","9,00","7,00","2,00","0,00"
8034776,M,Médio,"7,00","0,2%","20,90","3,00","39,00","1,70","3,00","4,00","3,00","2,00","8,00","4,00","2,00","6,00"
6714017,M,Médio,"7,00","3,5%","17,60","2,00","22,00","4,80","3,00","2,00","1,00","0,00","6,00","3,00","0,00","4,00"
5896110,M,Superior,"8,00","3,2%","15,20","1,00","41,00","3,70","3,00","4,00","1,00","1,00","7,00","6,00","0,00","4,00"
5421136,M,Médio,"5,00","2,4%","15,50","1,00","41,00","12,90","3,00","1,00","3,00","1,00","4,00","1,00","8,00","4,00"
7990882,M,Médio,"5,00","1,8%","32,40","2,00","40,00","0,00","1,00","2,00","5,00","5,00","2,00","4,00","5,00","7,00"
6288514,M,Médio,"6,00","2,5%","28,60","0,00","21,00","11,40","3,00","3,00","4,00","5,00","3,00","3,00","3,00","0,00"
5095803,M,Médio,"7,00","0,9%","10,00","1,00","19,00","5,20","3,00","3,00","2,00","2,00","5,00","2,00","5,00","8,00"
3534068,M,Médio,"6,00","3,6%","33,70","3,00","45,00","0,00","1,00","4,00","5,00","1,00","3,00","8,00","4,00","0,00"
2957617,M,Médio,"8,00","3,5%","66,80","0,00","41,00","1,50","5,00","4,00","2,00","2,00","7,00","4,00","3,00","1,00"
1531698,F,Médio,"6,00","4,6%","49,90","1,00","19,00","1,50","2,00","2,00","1,00","2,00","4,00","5,00","2,00","3,00"
5378094,M,Médio,"6,00","1,4%","16,20","0,00","22,00","4,50","4,00","3,00","3,00","3,00","7,00","5,00","0,00","2,00"
1543426,F,Médio,"6,00","3,4%","8,70","0,00","38,00","3,80","3,00","3,00","2,00","3,00","6,00","9,00","5,00","4,00"
3372576,M,Superior,"5,00","2,3%","23,20","2,00","29,00","0,40","3,00","1,00","4,00","2,00","3,00","0,00","2,00","6,00"
8525559,M,Médio,"6,00","3,9%","41,00","2,00","31,00","2,70","3,00","2,00","3,00","3,00","5,00","8,00","10,00","6,00"
9396054,F,Médio,"8,00","2,2%","50,50","1,00","41,00","2,60","3,00","3,00","3,00","5,00","10,00","9,00","3,00","3,00"
3173607,M,Médio,"5,00","0,3%","25,30","2,00","32,00","1,00","3,00","2,00","3,00","4,00","4,00","3,00","0,00","0,00"
5647794,F,Superior,"7,00","0,7%","38,50","1,00","36,00","0,10","3,00","4,00","3,00","0,00","7,00","7,00","8,00","7,00"
7436520,F,Médio,"7,00","0,9%","58,80","0,00","36,00","0,80","3,00","4,00","2,00","3,00","6,00","7,00","10,00","1,00"
6127510,M,Médio,"7,00","2,6%","15,10","3,00","30,00","1,20","2,00","4,00","3,00","3,00","8,00","1,00","1,00","3,00"
6648947,M,Médio,"5,00","3,3%","28,40","2,00","22,00","2,70","2,00","2,00","1,00","2,00","6,00","0,00","8,00","3,00"
2652202,M,Médio,"8,00","2,0%","15,20","0,00","39,00","0,00","4,00","2,00","2,00","1,00","6,00","8,00","0,00","1,00"
6306590,F,Médio,"8,00","1,5%","26,90","3,00","41,00","2,00","2,00","4,00","0,00","1,00","8,00","7,00","2,00","2,00"
9145610,M,Médio,"7,00","2,7%","8,50","2,00","21,00","0,60","3,00","3,00","5,00","0,00","6,00","6,00","0,00","4,00"
3273978,M,Médio,"5,00","2,2%","24,70","1,00","44,00","1,90","2,00","2,00","4,00","2,00","3,00","6,00","3,00","8,00"
6434037,M,Médio,"7,00","3,5%","18,20","1,00","36,00","2,00","5,00","3,00","3,00","4,00","7,00","6,00","0,00","5,00"
2697112,F,Superior,"6,00","1,6%","38,90","0,00","28,00","1,10","4,00","3,00","5,00","1,00","8,00","6,00","3,00","6,00"
5425674,M,Médio,"5,00","4,7%","16,20","1,00","25,00","1,90","3,00","2,00","2,00","3,00","6,00","1,00","0,00","8,00"
6975619,M,Médio,"7,00","4,3%","18,80","0,00","33,00","1,60","2,00","3,00","3,00","0,00","4,00","9,00","3,00","4,00"
8098922,M,Médio,"8,00","3,3%","12,20","1,00","20,00","2,40","2,00","4,00","1,00","2,00","6,00","10,00","1,00","7,00"
8153329,M,Médio,"8,00","4,5%","18,60","3,00","24,00","1,80","4,00","4,00","2,00","0,00","8,00","7,00","1,00","4,00"
4555071,F,Médio,"6,00","0,2%","15,30","1,00","38,00","6,90","5,00","3,00","1,00","4,00","6,00","5,00","2,00","7,00"
1701134,F,Médio,"5,00","1,6%","10,20","0,00","38,00","0,80","2,00","2,00","1,00","3,00","7,00","5,00","4,00","0,00"
4216267,M,Médio,"6,00","1,6%","15,60","3,00","41,00","13,10","4,00","3,00","3,00","1,00","4,00","3,00","4,00","8,00"
3271626,M,Superior,"8,00","4,2%","17,30","2,00","24,00","3,60","2,00","3,00","2,00","0,00","9,00","8,00","1,00","0,00"
7850295,M,Médio,"6,00","1,1%","21,50","0,00","32,00","6,10","1,00","2,00","2,00","1,00","4,00","0,00","8,00","5,00"
7491493,F,Médio,"6,00","0,0%","14,40","2,00","37,00","4,10","3,00","2,00","3,00","3,00","4,00","7,00","0,00","7,00"
3660464,M,Médio,"5,00","1,5%","35,70","3,00","19,00","13,60","1,00","2,00","2,00","3,00","4,00","6,00","1,00","6,00"
7549709,M,Médio,"8,00","4,5%","13,60","3,00","44,00","0,30","3,00","3,00","2,00","2,00","6,00","7,00","5,00","3,00"
3866580,F,Médio,"6,00","0,7%","24,60","2,00","34,00","6,00","2,00","3,00","3,00","2,00","6,00","8,00","5,00","9,00"
7176151,M,Médio,"7,00","2,5%","13,30","2,00","21,00","8,40","3,00","3,00","1,00","2,00","8,00","4,00","5,00","0,00"
4569165,M,Médio,"8,00","2,4%","13,50","2,00","29,00","0,00","5,00","4,00","2,00","1,00","8,00","2,00","5,00","8,00"
8880358,M,Superior,"8,00","1,4%","60,70","2,00","19,00","1,60","4,00","4,00","0,00","1,00","9,00","7,00","5,00","2,00"
3771628,F,Médio,"7,00","3,7%","51,60","3,00","24,00","0,20","3,00","3,00","4,00","3,00","4,00","8,00","3,00","9,00"
3609779,F,Médio,"8,00","2,4%","33,50","3,00","43,00","0,90","4,00","3,00","1,00","0,00","8,00","6,00","2,00","4,00"
1399883,M,Médio,"5,00","3,6%","57,90","1,00","42,00","1,10","3,00","2,00","2,00","3,00","4,00","0,00","3,00","2,00"
9986900,M,Médio,"8,00","2,1%","14,30","1,00","39,00","2,90","4,00","3,00","3,00","4,00","8,00","8,00","7,00","3,00"
1471667,F,Médio,"6,00","2,7%","11,30","2,00","41,00","9,00","4,00","3,00","2,00","5,00","4,00","7,00","9,00","10,00"
9884422,F,Médio,"6,00","2,0%","35,40","1,00","26,00","6,80","4,00","3,00","3,00","4,00","6,00","3,00","2,00","3,00"
7033604,M,Médio,"7,00","3,2%","11,50","0,00","33,00","3,20","4,00","3,00","2,00","0,00","4,00","5,00","1,00","9,00"
2474106,M,Médio,"7,00","5,0%","10,50","1,00","37,00","0,90","3,00","4,00","3,00","0,00","9,00","3,00","4,00","9,00"
